Name,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province,CategoryName,ItemCost,NumberofItem
Ryan,1968-10-13,M,M,ryan19@adventure-works.com,130000,East,Daly City,California,Bikes,3578.27,89
Robert,1968-05-04,M,M,robert82@adventure-works.com,130000,South,Lakewood,California,Bikes,3578.27,55
Danielle,1968-06-05,S,F,danielle23@adventure-works.com,150000,West,San Francisco,California,Bikes,3578.27,56
Lauren,1960-11-10,S,F,lauren35@adventure-works.com,70000,South,Beverly Hills,California,Bikes,3578.27,50
Nathan,1960-10-01,M,M,nathan26@adventure-works.com,90000,East,La Jolla,California,Bikes,3374.99,99
Kyle,1938-04-12,M,M,kyle11@adventure-works.com,50000,South,Bellingham,Washington,Bikes,3578.27,81
Jenny,1938-01-18,M,F,jenny40@adventure-works.com,80000,West,Colma,California,Bikes,3578.27,18
Nancy,1967-09-19,M,F,nancy7@adventure-works.com,80000,East,Cliffside,British Columbia,Bikes,3399.99,28
Charles,1967-06-10,M,M,charles15@adventure-works.com,80000,East,Royal Oak,British Columbia,Bikes,3578.27,14
Jonathan,1967-08-20,S,M,jonathan35@adventure-works.com,90000,South,Edmonds,Washington,Bikes,3578.27,94
Amanda,1967-09-12,M,F,amanda3@adventure-works.com,90000,West,Everett,Washington,Bikes,3578.27,83
Robert,1967-08-21,M,M,robert45@adventure-works.com,90000,South,Lynnwood,Washington,Bikes,3578.27,79
Megan,1967-10-10,S,F,megan53@adventure-works.com,110000,East,Burbank,California,Bikes,699.0982,73
Christian,1966-01-16,M,M,christian46@adventure-works.com,90000,South,Burien,Washington,Bikes,3399.99,98
Arturo,1966-10-26,M,M,arturo33@adventure-works.com,110000,West,Berkeley,California,Bikes,699.0982,66
Theresa,1966-03-27,M,F,theresa12@adventure-works.com,110000,East,Chula Vista,California,Bikes,3374.99,7
Jeremy,1966-03-19,M,M,jeremy2@adventure-works.com,120000,East,Fremont,California,Bikes,3578.27,89
Hunter,1966-03-03,M,M,hunter16@adventure-works.com,170000,South,Torrance,California,Bikes,3578.27,55
Henry,1965-01-16,M,M,henry16@adventure-works.com,70000,West,Cliffside,British Columbia,Bikes,3578.27,45
Cindy,1965-09-16,M,F,cindy19@adventure-works.com,110000,South,Burbank,California,Bikes,3578.27,74
Maria,1965-03-07,M,F,maria53@adventure-works.com,130000,East,Downey,California,Bikes,3399.99,55
Katelyn,1965-08-18,M,F,katelyn26@adventure-works.com,130000,South,Lakewood,California,Bikes,3578.27,46
Jenna,1965-05-05,M,F,jenna19@adventure-works.com,130000,West,Lemon Grove,California,Bikes,3399.99,47
Seth,1965-11-05,S,M,seth42@adventure-works.com,150000,East,San Gabriel,California,Bikes,3578.27,16
Luke,1959-05-27,S,M,luke28@adventure-works.com,60000,East,Port Orchard,Washington,Bikes,3578.27,7
Dalton,1959-09-03,M,M,dalton18@adventure-works.com,60000,South,Issaquah,Washington,Bikes,3578.27,56
Taylor,1958-05-16,S,F,taylor67@adventure-works.com,80000,West,Concord,California,Bikes,3578.27,87
Haley,1939-10-07,S,F,haley10@adventure-works.com,50000,South,Everett,Washington,Bikes,3578.27,78
Noah,1939-02-02,S,M,noah2@adventure-works.com,70000,East,Burbank,California,Bikes,699.0982,73
Jon,1939-03-03,M,M,jon46@adventure-works.com,70000,South,Chula Vista,California,Bikes,3578.27,10
Orlando,1940-04-01,M,M,orlando14@adventure-works.com,70000,West,Burbank,California,Bikes,3578.27,68
Fernando,1964-03-03,M,M,fernando47@adventure-works.com,80000,East,N. Vancouver,British Columbia,Bikes,3578.27,47
Cameron,1964-06-09,M,M,cameron38@adventure-works.com,80000,East,Ballard,Washington,Bikes,699.0982,59
Spencer,1964-12-12,S,M,spencer22@adventure-works.com,90000,South,Corvallis,Oregon,Bikes,3374.99,96
Julia,1964-10-11,S,F,julia72@adventure-works.com,90000,West,Edmonds,Washington,Bikes,3578.27,96
Julia,1964-03-17,M,F,julia38@adventure-works.com,100000,South,Portland,Oregon,Bikes,699.0982,6
Sean,1964-06-19,M,M,sean31@adventure-works.com,110000,East,Chula Vista,California,Bikes,3578.27,52
Micah,1964-06-22,M,M,micah19@adventure-works.com,110000,South,Coronado,California,Bikes,3578.27,44
Hunter,1958-11-04,M,M,hunter53@adventure-works.com,80000,West,Daly City,California,Bikes,3399.99,93
Ian,1958-03-05,M,M,ian57@adventure-works.com,60000,East,Oregon City,Oregon,Bikes,3578.27,52
Victoria,1958-06-12,S,F,victoria20@adventure-works.com,60000,East,Beaverton,Oregon,Bikes,3578.27,41
Erin,1957-07-09,S,F,erin7@adventure-works.com,70000,South,San Francisco,California,Bikes,3399.99,7
Gabrielle,1957-08-24,S,F,gabrielle63@adventure-works.com,70000,West,Lynnwood,Washington,Bikes,3578.27,96
Sara,1957-04-03,S,F,sara10@adventure-works.com,70000,South,Lynnwood,Washington,Bikes,3578.27,60
Trevor,1957-02-27,S,M,trevor6@adventure-works.com,70000,East,Port Orchard,Washington,Components,3374.99,34
Mya,1957-12-21,S,F,mya13@adventure-works.com,70000,South,Issaquah,Washington,Components,3374.99,63
Hailey,1957-10-01,S,F,hailey12@adventure-works.com,70000,West,Port Orchard,Washington,Components,3578.27,14
Luke,1957-11-17,M,M,luke52@adventure-works.com,60000,East,Langford,British Columbia,Components,3578.27,39
Victoria,1956-09-17,S,F,victoria66@adventure-works.com,40000,East,Salem,Oregon,Components,3374.99,23
Jessica,1956-10-26,S,F,jessica54@adventure-works.com,40000,South,Edmonds,Washington,Components,3578.27,24
Jade,1941-04-27,M,F,jade13@adventure-works.com,70000,West,Oakland,California,Components,3578.27,23
Morgan,1941-06-26,M,F,morgan19@adventure-works.com,80000,South,Glendale,California,Components,3578.27,97
Terrance,1942-07-08,M,M,terrance9@adventure-works.com,90000,East,Burien,Washington,Components,3578.27,53
Sydney,1942-03-15,M,F,sydney78@adventure-works.com,90000,South,Bremerton,Washington,Components,3578.27,29
Jose,1942-06-20,S,M,jose33@adventure-works.com,120000,West,Daly City,California,Components,3578.27,4
Zachary,1943-05-14,M,M,zachary39@adventure-works.com,90000,East,Glendale,California,Components,3578.27,58
Elijah,1943-07-02,S,M,elijah7@adventure-works.com,90000,East,Seattle,Washington,Components,3578.27,34
Rafael,1943-06-26,M,M,rafael26@adventure-works.com,130000,South,Beverly Hills,California,Components,3578.27,54
Jaime,1944-03-04,M,M,jaime48@adventure-works.com,90000,West,Burbank,California,Components,3578.27,51
Julian,1944-01-01,M,M,julian20@adventure-works.com,90000,South,Newton,British Columbia,Components,3578.27,35
Andy,1944-07-25,S,M,andy9@adventure-works.com,90000,East,Concord,California,Components,3578.27,100
Ryan,1944-05-13,M,M,ryan38@adventure-works.com,110000,South,Oak Bay,British Columbia,Components,3578.27,92
Samantha,1972-07-06,M,F,samantha32@adventure-works.com,90000,West,Shawnee,British Columbia,Components,3578.27,50
Deanna,1966-10-04,S,F,deanna44@adventure-works.com,10000,East,Berlin,Nordrhein-Westfalen,Components,3578.27,62
Emily,1966-07-10,M,F,emily6@adventure-works.com,20000,East,Newcastle upon Tyne,England,Components,3578.27,93
Nicole,1965-03-22,M,F,nicole4@adventure-works.com,10000,South,Stoke-on-Trent,England,Components,3578.27,14
Carla,1965-06-24,M,F,carla14@adventure-works.com,10000,West,Hof,Bayern,Components,699.0982,16
Shaun,1966-03-12,M,M,shaun21@adventure-works.com,20000,South,Paris,Seine (Paris),Components,3399.99,78
Jerome,1965-09-21,M,M,jerome7@adventure-works.com,10000,East,Watford,England,Components,3578.27,90
Frank,1965-08-10,M,M,frank17@adventure-works.com,20000,South,Bonn,Nordrhein-Westfalen,Components,3578.27,74
Dennis,1965-07-08,S,M,dennis25@adventure-works.com,20000,West,Paris,Seine (Paris),Components,3578.27,1
Melody,1940-04-06,M,F,melody8@adventure-works.com,10000,East,Paris,Seine (Paris),Components,3399.99,20
Randy,1940-08-21,M,M,randy24@adventure-works.com,20000,East,Cheltenham,England,Components,3578.27,17
Marshall,1966-03-11,M,M,marshall0@adventure-works.com,30000,South,Boulogne-sur-Mer,Pas de Calais,Components,3578.27,79
Arthur,1962-09-13,M,M,arthur41@adventure-works.com,10000,West,Oxon,England,Components,3578.27,56
Jessie,1961-07-24,M,F,jessie3@adventure-works.com,10000,South,Oxford,England,Components,3578.27,94
Robin,1961-03-12,S,F,robin13@adventure-works.com,10000,East,Tremblay-en-France,Seine Saint Denis,Components,3578.27,71
Deanna,1959-05-22,S,F,deanna37@adventure-works.com,10000,South,Paris,Seine (Paris),Components,3578.27,77
Roy,1959-12-23,M,M,roy30@adventure-works.com,10000,West,Braunschweig,Nordrhein-Westfalen,Components,3578.27,60
Shawn,1959-09-22,M,M,shawn19@adventure-works.com,10000,East,Paderborn,Hamburg,Components,3578.27,44
Mindy,1958-09-03,M,F,mindy10@adventure-works.com,10000,East,München,Hessen,Components,3578.27,27
Cara,1941-01-14,M,F,cara5@adventure-works.com,30000,South,Peterborough,England,Components,699.0982,84
Anne,1943-04-06,S,F,anne19@adventure-works.com,20000,West,London,England,Components,3578.27,80
Raymond,1944-03-07,M,M,raymond20@adventure-works.com,10000,South,Pantin,Seine Saint Denis,Components,3578.27,45
Carrie,1945-06-11,S,F,carrie19@adventure-works.com,30000,East,Warrington,England,Components,3578.27,59
Deanna,1946-02-23,M,F,deanna45@adventure-works.com,20000,South,Grevenbroich,Bayern,Components,3578.27,81
Roberto,1946-12-28,M,M,roberto11@adventure-works.com,40000,West,Wokingham,England,Components,3578.27,64
Terrence,1984-05-27,S,M,terrence15@adventure-works.com,10000,East,Lavender Bay,New South Wales,Components,699.0982,45
Ramon,1983-03-23,S,M,ramon9@adventure-works.com,10000,East,Caloundra,Queensland,Components,3578.27,21
Cynthia,1982-11-11,S,F,cynthia9@adventure-works.com,10000,South,Coffs Harbour,New South Wales,Components,3578.27,25
Jarrod,1982-09-04,S,M,jarrod9@adventure-works.com,10000,West,Malabar,New South Wales,Components,3578.27,14
Tyrone,1982-08-02,S,M,tyrone15@adventure-works.com,10000,South,Rockhampton,Queensland,Components,3578.27,82
Cindy,1981-04-28,M,F,cindy22@adventure-works.com,10000,East,Newcastle,New South Wales,Components,3374.99,29
Damien,1981-11-11,M,M,damien26@adventure-works.com,10000,South,Cranbourne,Victoria,Components,3578.27,73
Julian,1981-10-20,S,M,julian5@adventure-works.com,10000,West,Melbourne,Victoria,Components,3374.99,48
Jennifer,1983-09-23,S,F,jennifer6@adventure-works.com,10000,East,Geelong,Victoria,Components,3399.99,35
Brittney,1983-06-09,S,F,brittney12@adventure-works.com,10000,East,Findon,South Australia,Components,3578.27,43
Virginia,1983-10-25,M,F,virginia4@adventure-works.com,20000,South,Seaford,Victoria,Components,3578.27,40
Calvin,1983-02-22,M,M,calvin15@adventure-works.com,20000,West,North Sydney,New South Wales,Components,3578.27,51
Edward,1982-11-25,S,M,edward28@adventure-works.com,10000,South,Rockhampton,Queensland,Components,3578.27,23
Ashlee,1982-08-04,M,F,ashlee11@adventure-works.com,20000,East,Findon,South Australia,Components,3578.27,42
Alicia,1982-04-01,M,F,alicia3@adventure-works.com,20000,South,South Melbourne,Victoria,Components,3399.99,94
Lacey,1982-05-27,M,F,lacey1@adventure-works.com,20000,West,Rockhampton,Queensland,Components,3578.27,76
Wendy,1982-05-15,S,F,wendy8@adventure-works.com,20000,East,Brisbane,Queensland,Components,699.0982,99
Carly,1947-09-20,M,F,carly5@adventure-works.com,30000,East,Salzgitter,Hessen,Components,699.0982,44
Jimmy,1947-06-28,S,M,jimmy26@adventure-works.com,30000,South,Werne,Nordrhein-Westfalen,Components,3374.99,78
Francisco,1947-05-09,M,M,francisco19@adventure-works.com,30000,West,High Wycombe,England,Components,3578.27,22
Lance,1947-06-10,S,M,lance14@adventure-works.com,40000,South,Liverpool,England,Components,3578.27,34
David,1965-02-23,M,M,david22@adventure-works.com,30000,East,Solingen,Nordrhein-Westfalen,Components,3578.27,27
Shannon,1964-05-22,S,F,shannon15@adventure-works.com,10000,South,Metz,Moselle,Components,3578.27,14
Gary,1963-11-18,M,M,gary25@adventure-works.com,10000,West,Boulogne-Billancourt,Hauts de Seine,Components,3578.27,1
Mitchell,1963-03-02,S,M,mitchell7@adventure-works.com,20000,East,Saarlouis,Saarland,Components,3578.27,58
Meredith,1963-08-22,M,F,meredith11@adventure-works.com,20000,East,London,England,Components,3578.27,94
Edward,1962-01-19,M,M,edward59@adventure-works.com,20000,South,Roubaix,Nord,Components,3578.27,52
Marie,1964-08-28,M,F,marie37@adventure-works.com,30000,West,Roissy en Brie,Seine et Marne,Components,3578.27,51
Tiffany,1964-10-16,M,F,tiffany1@adventure-works.com,30000,South,Les Ulis,Essonne,Components,3578.27,43
Miguel,1964-08-11,S,M,miguel24@adventure-works.com,30000,East,York,England,Clothing,3578.27,96
Jaclyn,1964-11-05,M,F,jaclyn22@adventure-works.com,30000,South,Darmstadt,Hessen,Clothing,3578.27,72
Megan,1963-06-02,S,F,megan44@adventure-works.com,40000,West,Gateshead,England,Clothing,3578.27,94
Joseph,1963-07-24,M,M,joseph21@adventure-works.com,40000,East,York,England,Clothing,699.0982,43
Karl,1974-04-24,S,M,karl11@adventure-works.com,10000,East,Duesseldorf,Hessen,Clothing,3578.27,61
Christine,1974-10-19,S,F,christine16@adventure-works.com,10000,South,Saint Germain en Laye,Yveline,Clothing,3399.99,1
Lindsay,1974-12-27,S,F,lindsay3@adventure-works.com,10000,West,Salzgitter,Hessen,Clothing,3578.27,74
Willie,1974-02-07,S,M,willie8@adventure-works.com,10000,South,Frankfurt,Hessen,Clothing,3399.99,38
Kurt,1973-01-17,S,M,kurt12@adventure-works.com,10000,East,Saint Ouen,Loir et Cher,Clothing,3578.27,71
George,1973-10-23,S,M,george13@adventure-works.com,10000,South,Milton Keynes,England,Clothing,3578.27,22
Beth,1974-10-18,S,F,beth13@adventure-works.com,30000,West,Frankfurt,Bayern,Clothing,3578.27,55
Ian,1973-10-05,M,M,ian27@adventure-works.com,10000,East,Saarlouis,Saarland,Clothing,3578.27,35
Latoya,1973-06-04,S,F,latoya9@adventure-works.com,20000,East,Paris,Seine (Paris),Clothing,3578.27,58
Colin,1973-09-09,S,M,colin41@adventure-works.com,30000,South,Newcastle upon Tyne,England,Clothing,3578.27,49
Brenda,1973-08-04,S,F,brenda17@adventure-works.com,30000,West,Paris,Seine (Paris),Clothing,3578.27,42
Franklin,1973-04-19,S,M,franklin38@adventure-works.com,40000,South,London,England,Accessories,3578.27,90
Linda,1973-08-26,M,F,linda25@adventure-works.com,40000,East,Paris,Seine (Paris),Accessories,3578.27,8
Kelli,1973-11-20,M,F,kelli21@adventure-works.com,40000,South,Orleans,Loiret,Accessories,3578.27,2
Nancy,1973-01-09,S,F,nancy13@adventure-works.com,40000,West,Saint Ouen,Charente-Maritime,Clothing,699.0982,6
Megan,1956-01-01,S,F,megan12@adventure-works.com,10000,East,Kassel,Hessen,Clothing,3399.99,27
Bonnie,1956-02-17,S,F,bonnie25@adventure-works.com,10000,East,Bonn,Hamburg,Accessories,3578.27,73
Latoya,1956-07-03,M,F,latoya4@adventure-works.com,20000,South,Paris,Seine (Paris),Accessories,3578.27,18
Mario,1956-04-02,M,M,mario0@adventure-works.com,20000,West,Münster,Saarland,Accessories,3578.27,55
Darren,1957-05-14,M,M,darren36@adventure-works.com,10000,South,London,England,Accessories,3578.27,44
Jacqueline,1972-03-05,S,F,jacqueline23@adventure-works.com,10000,East,Saint Germain en Laye,Yveline,Accessories,699.0982,93
Maurice,1972-08-25,M,M,maurice20@adventure-works.com,20000,South,Paris,Seine (Paris),Accessories,3578.27,8
Devin,1958-02-12,M,M,devin69@adventure-works.com,80000,West,Ingolstadt,Bayern,Components,3374.99,75
Sydney,1958-04-09,S,F,sydney40@adventure-works.com,80000,East,Ingolstadt,Bayern,Components,3399.99,85
Megan,1958-04-15,M,F,megan27@adventure-works.com,80000,East,Gateshead,England,,3399.99,31
Ian,1958-03-18,S,M,ian76@adventure-works.com,80000,South,Kirkby,England,,3578.27,18
Randy,1948-06-05,S,M,randy25@adventure-works.com,90000,West,Darmstadt,Hessen,,699.0982,61
Katrina,1949-03-19,M,F,katrina19@adventure-works.com,60000,South,Croix,Nord,,3578.27,45
Lacey,1949-02-26,M,F,lacey32@adventure-works.com,70000,East,Pantin,Seine Saint Denis,,3578.27,42
Rafael,1949-02-09,S,M,rafael20@adventure-works.com,90000,South,Paderborn,Nordrhein-Westfalen,,3578.27,49
Kyle,1949-02-18,M,M,kyle43@adventure-works.com,150000,West,Watford,England,,3578.27,12
Jordan,1950-07-12,M,M,jordan59@adventure-works.com,100000,East,Roubaix,Nord,,3578.27,26
Amy,1950-07-19,M,F,amy19@adventure-works.com,110000,East,Offenbach,Saarland,,3578.27,36
Dustin,1950-09-01,M,M,dustin1@adventure-works.com,170000,South,Liverpool,England,,3578.27,67
Jasmine,1958-11-05,M,F,jasmine22@adventure-works.com,80000,West,Hamburg,Hamburg,,3578.27,59
Pamela,1957-12-07,M,F,pamela18@adventure-works.com,80000,South,Berlin,Saarland,,3578.27,39
Ariana,1958-08-06,M,F,ariana5@adventure-works.com,90000,East,Metz,Moselle,,3578.27,75
Kristopher,1957-10-02,M,M,kristopher12@adventure-works.com,110000,South,Braunschweig,Nordrhein-Westfalen,,3578.27,98
Desiree,1957-12-18,M,F,desiree9@adventure-works.com,110000,West,Kiel,Saarland,,3578.27,17
Deanna,1957-08-22,S,F,deanna24@adventure-works.com,120000,East,Poing,Saarland,,3578.27,77
Marco,1956-07-16,M,M,marco17@adventure-works.com,80000,East,Sèvres,Hauts de Seine,,699.0982,69
Casey,1956-03-24,M,F,casey7@adventure-works.com,90000,South,Bottrop,Nordrhein-Westfalen,,3578.27,86
Bryant,1956-10-27,M,M,bryant14@adventure-works.com,110000,West,Hof,Bayern,,3578.27,3
Dominique,1955-09-11,M,F,dominique7@adventure-works.com,80000,South,Roissy en Brie,Seine et Marne,,3578.27,17
Maurice,1955-09-02,M,M,maurice11@adventure-works.com,80000,East,Tremblay-en-France,Seine Saint Denis,,3578.27,21
Andre,1955-05-06,M,M,andre16@adventure-works.com,170000,South,West Sussex,England,,3578.27,22
Robin,1954-03-06,S,F,robin5@adventure-works.com,100000,West,Kiel,Saarland,,3578.27,89
Taylor,1954-09-18,M,F,taylor13@adventure-works.com,160000,East,Watford,England,,3578.27,30
Alfredo,1953-12-17,M,M,alfredo7@adventure-works.com,90000,East,Villeneuve-d'Ascq,Nord,,3578.27,36
Jenny,1953-10-14,M,F,jenny39@adventure-works.com,130000,South,Werne,Nordrhein-Westfalen,,3578.27,56
Janet,1952-05-17,M,F,janet12@adventure-works.com,90000,West,Paris La Defense,Hauts de Seine,,699.0982,6
Sergio,1951-09-27,M,M,sergio4@adventure-works.com,80000,South,Lille,Nord,,3578.27,55
Erika,1951-06-12,M,F,erika0@adventure-works.com,90000,East,Paris,Seine (Paris),,3578.27,80
Joseph,1951-11-14,M,M,joseph20@adventure-works.com,90000,South,Tremblay-en-France,Seine Saint Denis,,3578.27,26
Grace,1980-05-22,S,F,grace67@adventure-works.com,60000,West,Hobart,Tasmania,,3578.27,45
Tina,1980-04-28,M,F,tina15@adventure-works.com,70000,East,Bendigo,Victoria,,3578.27,32
Kari,1978-07-21,S,F,kari3@adventure-works.com,70000,East,Silverwater,New South Wales,,3578.27,61
Bethany,1978-08-12,S,F,bethany19@adventure-works.com,70000,South,Lane Cove,New South Wales,,699.0982,69
Jennifer,1978-08-16,M,F,jennifer15@adventure-works.com,70000,West,Hervey Bay,Queensland,,3578.27,93
